Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank,Gender,Ethnicity,Child's First Name,Sub1,Sub2,
2015,MALE,BLACK NON HISPANIC,Jacob,67,14,Male,Black Non Hispanic,Jacob,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Isaiah,66,15,Male,Black Non Hispanic,Isaiah,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Christian,65,16,Male,Black Non Hispanic,Christian,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Tyler,62,17,Male,Black Non Hispanic,Tyler,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,King,61,18,Male,Black Non Hispanic,King,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,David,58,19,Male,Black Non Hispanic,David,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Aaron,57,20,Male,Black Non Hispanic,Aaron,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Matthew,56,21,Male,Black Non Hispanic,Matthew,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Messiah,56,21,Male,Black Non Hispanic,Messiah,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ayden,55,22,Male,Black Non Hispanic,Ayden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kayden,55,22,Male,Black Non Hispanic,Kayden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Cameron,54,23,Male,Black Non Hispanic,Cameron,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Gabriel,51,24,Male,Black Non Hispanic,Gabriel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Nathan,50,25,Male,Black Non Hispanic,Nathan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kaiden,49,26,Male,Black Non Hispanic,Kaiden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jace,47,27,Male,Black Non Hispanic,Jace,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Nathaniel,47,27,Male,Black Non Hispanic,Nathaniel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Alexander,46,28,Male,Black Non Hispanic,Alexander,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Mohamed,46,28,Male,Black Non Hispanic,Mohamed,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Caleb,45,29,Male,Black Non Hispanic,Caleb,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Amari,44,30,Male,Black Non Hispanic,Amari,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Anthony,43,31,Male,Black Non Hispanic,Anthony,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Xavier,43,31,Male,Black Non Hispanic,Xavier,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Malachi,42,32,Male,Black Non Hispanic,Malachi,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Zion,42,32,Male,Black Non Hispanic,Zion,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Karter,41,33,Male,Black Non Hispanic,Karter,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Prince,41,33,Male,Black Non Hispanic,Prince,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ryan,41,33,Male,Black Non Hispanic,Ryan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Dylan,40,34,Male,Black Non Hispanic,Dylan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jordan,40,34,Male,Black Non Hispanic,Jordan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Daniel,39,35,Male,Black Non Hispanic,Daniel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Justin,38,36,Male,Black Non Hispanic,Justin,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Samuel,38,36,Male,Black Non Hispanic,Samuel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Tristan,38,36,Male,Black Non Hispanic,Tristan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Hunter,37,37,Male,Black Non Hispanic,Hunter,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Joseph,37,37,Male,Black Non Hispanic,Joseph,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Emmanuel,36,38,Male,Black Non Hispanic,Emmanuel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kyrie,36,38,Male,Black Non Hispanic,Kyrie,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Micah,36,38,Male,Black Non Hispanic,Micah,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Christopher,35,39,Male,Black Non Hispanic,Christopher,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kyle,34,40,Male,Black Non Hispanic,Kyle,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Nicholas,32,41,Male,Black Non Hispanic,Nicholas,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Nasir,31,42,Male,Black Non Hispanic,Nasir,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Andrew,30,43,Male,Black Non Hispanic,Andrew,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jonathan,30,43,Male,Black Non Hispanic,Jonathan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Brandon,29,44,Male,Black Non Hispanic,Brandon,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Isaac,29,44,Male,Black Non Hispanic,Isaac,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jaden,29,44,Male,Black Non Hispanic,Jaden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,James,28,45,Male,Black Non Hispanic,James,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Sebastian,28,45,Male,Black Non Hispanic,Sebastian,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jayce,27,46,Male,Black Non Hispanic,Jayce,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Adam,26,47,Male,Black Non Hispanic,Adam,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Austin,26,47,Male,Black Non Hispanic,Austin,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Bryce,25,48,Male,Black Non Hispanic,Bryce,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kevin,25,48,Male,Black Non Hispanic,Kevin,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Omari,24,49,Male,Black Non Hispanic,Omari,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jayceon,23,50,Male,Black Non Hispanic,Jayceon,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Mamadou,23,50,Male,Black Non Hispanic,Mamadou,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ashton,22,51,Male,Black Non Hispanic,Ashton,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Eli,22,51,Male,Black Non Hispanic,Eli,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kai,22,51,Male,Black Non Hispanic,Kai,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Angel,21,52,Male,Black Non Hispanic,Angel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Avery,21,52,Male,Black Non Hispanic,Avery,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Benjamin,21,52,Male,Black Non Hispanic,Benjamin,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ian,21,52,Male,Black Non Hispanic,Ian,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jason,21,52,Male,Black Non Hispanic,Jason,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Lucas,21,52,Male,Black Non Hispanic,Lucas,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Preston,21,52,Male,Black Non Hispanic,Preston,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Chance,20,53,Male,Black Non Hispanic,Chance,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Joel,20,53,Male,Black Non Hispanic,Joel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,John,20,53,Male,Black Non Hispanic,John,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kaden,20,53,Male,Black Non Hispanic,Kaden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Marcus,20,53,Male,Black Non Hispanic,Marcus,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Zachary,20,53,Male,Black Non Hispanic,Zachary,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Zaire,20,53,Male,Black Non Hispanic,Zaire,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Aden,19,54,Male,Black Non Hispanic,Aden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Caiden,19,54,Male,Black Non Hispanic,Caiden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Julian,19,54,Male,Black Non Hispanic,Julian,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Richard,19,54,Male,Black Non Hispanic,Richard,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Sincere,19,54,Male,Black Non Hispanic,Sincere,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,William,19,54,Male,Black Non Hispanic,William,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Amadou,18,55,Male,Black Non Hispanic,Amadou,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Blake,18,55,Male,Black Non Hispanic,Blake,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ibrahim,18,55,Male,Black Non Hispanic,Ibrahim,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Robert,18,55,Male,Black Non Hispanic,Robert,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Bryan,17,56,Male,Black Non Hispanic,Bryan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jaylen,17,56,Male,Black Non Hispanic,Jaylen,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kenneth,17,56,Male,Black Non Hispanic,Kenneth,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Luke,17,56,Male,Black Non Hispanic,Luke,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Shawn,17,56,Male,Black Non Hispanic,Shawn,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Adrian,16,57,Male,Black Non Hispanic,Adrian,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Elias,16,57,Male,Black Non Hispanic,Elias,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Israel,16,57,Male,Black Non Hispanic,Israel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kaleb,16,57,Male,Black Non Hispanic,Kaleb,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Andre,15,58,Male,Black Non Hispanic,Andre,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Camden,15,58,Male,Black Non Hispanic,Camden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Cayden,15,58,Male,Black Non Hispanic,Cayden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jaiden,15,58,Male,Black Non Hispanic,Jaiden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Levi,15,58,Male,Black Non Hispanic,Levi,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Major,15,58,Male,Black Non Hispanic,Major,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Steven,15,58,Male,Black Non Hispanic,Steven,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Asher,14,59,Male,Black Non Hispanic,Asher,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Connor,14,59,Male,Black Non Hispanic,Connor,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Dominic,14,59,Male,Black Non Hispanic,Dominic,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Evan,14,59,Male,Black Non Hispanic,Evan,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Giovanni,14,59,Male,Black Non Hispanic,Giovanni,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Justice,14,59,Male,Black Non Hispanic,Justice,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kareem,14,59,Male,Black Non Hispanic,Kareem,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Khalil,14,59,Male,Black Non Hispanic,Khalil,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Maxwell,14,59,Male,Black Non Hispanic,Maxwell,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Mekhi,14,59,Male,Black Non Hispanic,Mekhi,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Muhammad,14,59,Male,Black Non Hispanic,Muhammad,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Noel,14,59,Male,Black Non Hispanic,Noel,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Royal,14,59,Male,Black Non Hispanic,Royal,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Abdoulaye,13,60,Male,Black Non Hispanic,Abdoulaye,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Aboubacar,13,60,Male,Black Non Hispanic,Aboubacar,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Alpha,13,60,Male,Black Non Hispanic,Alpha,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Bryson,13,60,Male,Black Non Hispanic,Bryson,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Eric,13,60,Male,Black Non Hispanic,Eric,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Mark,13,60,Male,Black Non Hispanic,Mark,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Myles,13,60,Male,Black Non Hispanic,Myles,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Omar,13,60,Male,Black Non Hispanic,Omar,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Zayden,13,60,Male,Black Non Hispanic,Zayden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Adonis,12,61,Male,Black Non Hispanic,Adonis,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,August,12,61,Male,Black Non Hispanic,August,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Boubacar,12,61,Male,Black Non Hispanic,Boubacar,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Caden,12,61,Male,Black Non Hispanic,Caden,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Dallas,12,61,Male,Black Non Hispanic,Dallas,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jahmir,12,61,Male,Black Non Hispanic,Jahmir,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kymani,12,61,Male,Black Non Hispanic,Kymani,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Owen,12,61,Male,Black Non Hispanic,Owen,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Princeton,12,61,Male,Black Non Hispanic,Princeton,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Roman,12,61,Male,Black Non Hispanic,Roman,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Sean,12,61,Male,Black Non Hispanic,Sean,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Thomas,12,61,Male,Black Non Hispanic,Thomas,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Victor,12,61,Male,Black Non Hispanic,Victor,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Wyatt,12,61,Male,Black Non Hispanic,Wyatt,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ahmed,11,62,Male,Black Non Hispanic,Ahmed,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Chace,11,62,Male,Black Non Hispanic,Chace,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Chad,11,62,Male,Black Non Hispanic,Chad,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ezra,11,62,Male,Black Non Hispanic,Ezra,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Grayson,11,62,Male,Black Non Hispanic,Grayson,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ibrahima,11,62,Male,Black Non Hispanic,Ibrahima,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jackson,11,62,Male,Black Non Hispanic,Jackson,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jamir,11,62,Male,Black Non Hispanic,Jamir,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jaxon,11,62,Male,Black Non Hispanic,Jaxon,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kameron,11,62,Male,Black Non Hispanic,Kameron,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Legend,11,62,Male,Black Non Hispanic,Legend,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Makai,11,62,Male,Black Non Hispanic,Makai,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Miles,11,62,Male,Black Non Hispanic,Miles,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Abdoul,10,63,Male,Black Non Hispanic,Abdoul,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ali,10,63,Male,Black Non Hispanic,Ali,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Corey,10,63,Male,Black Non Hispanic,Corey,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jabari,10,63,Male,Black Non Hispanic,Jabari,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jaheim,10,63,Male,Black Non Hispanic,Jaheim,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jamal,10,63,Male,Black Non Hispanic,Jamal,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jasiah,10,63,Male,Black Non Hispanic,Jasiah,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Jeremy,10,63,Male,Black Non Hispanic,Jeremy,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Kamari,10,63,Male,Black Non Hispanic,Kamari,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Leo,10,63,Male,Black Non Hispanic,Leo,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Leon,10,63,Male,Black Non Hispanic,Leon,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Malik,10,63,Male,Black Non Hispanic,Malik,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Moussa,10,63,Male,Black Non Hispanic,Moussa,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Ousmane,10,63,Male,Black Non Hispanic,Ousmane,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Peyton,10,63,Male,Black Non Hispanic,Peyton,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Quincy,10,63,Male,Black Non Hispanic,Quincy,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Riley,10,63,Male,Black Non Hispanic,Riley,Black Non Hisp,Black Non Hispanic,
2015,MALE,BLACK NON HISPANIC,Stephen,10,63,Male,Black Non Hispanic,Stephen,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Madison,128,1,Female,Black Non Hispanic,Madison,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Skylar,91,2,Female,Black Non Hispanic,Skylar,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Ava,87,3,Female,Black Non Hispanic,Ava,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Olivia,82,4,Female,Black Non Hispanic,Olivia,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Mia,61,5,Female,Black Non Hispanic,Mia,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Aaliyah,56,6,Female,Black Non Hispanic,Aaliyah,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Chloe,56,6,Female,Black Non Hispanic,Chloe,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Taylor,56,6,Female,Black Non Hispanic,Taylor,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Savannah,53,7,Female,Black Non Hispanic,Savannah,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Kylie,52,8,Female,Black Non Hispanic,Kylie,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,London,51,9,Female,Black Non Hispanic,London,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Riley,50,10,Female,Black Non Hispanic,Riley,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Leah,47,11,Female,Black Non Hispanic,Leah,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Serenity,47,11,Female,Black Non Hispanic,Serenity,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Kayla,44,12,Female,Black Non Hispanic,Kayla,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Peyton,44,12,Female,Black Non Hispanic,Peyton,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Nyla,38,13,Female,Black Non Hispanic,Nyla,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Zoe,38,13,Female,Black Non Hispanic,Zoe,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Autumn,37,14,Female,Black Non Hispanic,Autumn,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Brielle,37,14,Female,Black Non Hispanic,Brielle,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Faith,36,15,Female,Black Non Hispanic,Faith,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Gabriella,36,15,Female,Black Non Hispanic,Gabriella,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Abigail,34,16,Female,Black Non Hispanic,Abigail,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Arianna,34,16,Female,Black Non Hispanic,Arianna,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Layla,34,16,Female,Black Non Hispanic,Layla,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Makayla,34,16,Female,Black Non Hispanic,Makayla,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Zoey,34,16,Female,Black Non Hispanic,Zoey,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Aria,33,17,Female,Black Non Hispanic,Aria,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Khloe,32,18,Female,Black Non Hispanic,Khloe,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Zuri,32,18,Female,Black Non Hispanic,Zuri,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Emily,31,19,Female,Black Non Hispanic,Emily,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Amelia,30,20,Female,Black Non Hispanic,Amelia,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Gabrielle,30,20,Female,Black Non Hispanic,Gabrielle,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Sarah,30,20,Female,Black Non Hispanic,Sarah,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Aisha,29,21,Female,Black Non Hispanic,Aisha,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Aminata,29,21,Female,Black Non Hispanic,Aminata,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Fatima,29,21,Female,Black Non Hispanic,Fatima,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Mariam,29,21,Female,Black Non Hispanic,Mariam,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Morgan,29,21,Female,Black Non Hispanic,Morgan,Black Non Hisp,Black Non Hispanic,
2015,FEMALE,BLACK NON HISPANIC,Nevaeh,29,21,Female,Black Non Hispanic,Nevaeh,Black Non Hisp,Black Non Hispanic,
